CHANCRO BLANDO | F	2,1
CHANCRO BLANDO | M	2,2
CLAMIDIASIS | F	1,1
ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA | F	156,97
ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA | M	9,9
GONORREA | M	2,2
GRANULOMA INGUINAL | F	2,2
HERPES GENITAL | F	25,21
HERPES GENITAL | M	10,9
INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE SIN OTRA ESPECIFICACION | F	13,8
INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE | F	1,1
INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS | F	6,3
INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS | M	2,2
INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLA | F	1,1
INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLA | F	1,1
INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLA | M	2,2
LINFOGRANULOMA VENEREO | M	2,2
OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL ESPECIFICADAS | F	1,1
OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL ESPECIFICADAS | M	1,1
PROCTITIS | F	2,2
PROCTITIS | M	1,1
SIFILIS CONGENITA PRECOZ LATENTE | M	1,1
SIFILIS CONGENITA PRECOZ SINTOMATICA | F	1,1
SIFILIS CONGENITA PRECOZ SINTOMATICA | M	1,1
SIFILIS CONGENITA | F	2,2
SIFILIS CONGENITA | M	1,1
SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA | F	4,4
SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA | M	7,7
SIFILIS LATENTE | F	2,1
SIFILIS LATENTE | M	4,3
SIFILIS NO ESPECIFICADA | F	4,4
SIFILIS NO ESPECIFICADA | M	17,14
SIFILIS PRIMARIA | F	2,2
SIFILIS PRIMARIA | M	20,16
SIFILIS TARDIA NO ESPECIFICADA | F	1,1
SINDROME DE BUBON INGUINAL | F	3,3
SINDROME DE BUBON INGUINAL | M	3,2
SINDROME DE CERVICITIS | F	8,5
SINDROME DE DOLOR ABDOMINAL BAJO | F	56,44
SINDROME DE DOLOR ABDOMINAL BAJO | M	2,2
SINDROME DE FLUJO VAGINAL | F	3068,747
SINDROME DE FLUJO VAGINAL | M	13,12
SINDROME DE SECRECION URETRAL | M	44,33
SINDROME DE ULCERA GENITAL | F	7,7
SINDROME DE ULCERA GENITAL | M	13,13
SINDROME DE VAGINITIS | F	4,4
TRICHOMONIASIS | F	16,14
TRICOMONIASIS UROGENITAL | F	22,18
TRICOMONIASIS UROGENITAL | M	2,2
VERRUGAS (VENEREAS) ANOGENITALES | F	58,37
VERRUGAS (VENEREAS) ANOGENITALES | M	33,27
