ID_AERODROMO,ID_DEPARTAMENTO,ID_PROVINCIA,ID_DISTRITO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE,LABEL,TIPO_AERODROMO,CODIGO_AERODROMO,CODIGO_OACI,ESCALA,ESTADO,ADMINISTRADOR,JERARQUIA,TITULARIDAD,LATITUD,LONGITUD,ES_CONCES,FECHA_CORTE
273,08,0809,080902,Cusco,La Convención,Echarate,Cashiriari 1,Helipuerto Cashiriari 1,Helipuerto de superficie,0843CH1,SPCA,Sin escala definida,Operativo,Pluspetrol Perú Corporation S.A.,No aplica a privados,Privada,-11.874494361922,-72.7340522434832,-1,20231231
274,25,2501,250105,Ucayali,Coronel Portillo,Yarinacocha,Adventista MOP,Aeródromo Adventista MOP,Aeródromo,2543ADM,SPYC,Sin escala definida,Operativo,Asociacion Proyectos Peru,No aplica a privados,Privada,-8.34042777799993,-74.597913889,-1,20231231
275,08,0809,080902,Cusco,La Convención,Echarate,HP-7 Las Malvinas,Helipuerto HP-7 - Las Malvinas,Helipuerto de superficie,0843H7M,SPWL,Sin escala definida,Operativo,Pluspetrol Perú Corporation S.A.,No aplica a privados,Privada,-11.8482277777778,-72.9388388888889,-1,20231231
276,24,2402,240203,Tumbes,Contralmirante Villar,Canoas de Punta Sal,Walter Braedt Segu,Aeródromo Privado Walter Braedt Segu,Aeródromo,2442WBS,SPWB,Sin escala definida,Operativo,MANCORALAND S.A.C.,No aplica a privados,Privada,-4.08679722199997,-81.025583333,-1,20231231
277,15,1501,150122,Lima,Lima,Miraflores,Crnl. PNP. Rodolfo León Gavilán,Helipuerto Privado Coronel PNP Rodolfo León Gavilán,Helipuerto de superficie,1543RLG,SPPC,Sin escala definida,Operativo,Municipalidad Distrital de Miraflores,No aplica a privados,Pública,-12.1196111109999,-77.046088889,0,20231231
278,15,1505,150501,Lima,Cañete,San Vicente de Cañete,Revalora,Aeródromo Revalora,Aeródromo,1542RVL,SPRR,Sin escala definida,Operativo,REVALORA S.A.C.,No aplica a privados,Privada,-13.223041667,-76.269366667,-1,20231231
279,15,1501,150140,Lima,Lima,Santiago de Surco,Voces por el Clima,Helipuerto Privado Voces por el Clima,Helipuerto de superficie,1543VCC,SPVC,Sin escala definida,Operativo,Heli-Abad S.A.C.,No aplica a privados,Privada,-12.1529166669999,-77.0113916669,-1,20231231
280,15,1501,150132,Lima,Lima,San Juan de Lurigancho,Canto Grande,Helipuerto Privado Canto Grande,Helipuerto de superficie,1543CGD,SPCG,Sin escala definida,Operativo,Heli-Abad S.A.C.,No aplica a privados,Privada,-11.9589722219999,-76.999169444,-1,20231231
281,15,1501,150140,Lima,Lima,Santiago de Surco,Proyecto More,Helipuerto Privado Proyecto More,Helipuerto de superficie,1543MOR,SPPR,Sin escala definida,Operativo,Inmobiliara Huanwil S.A.,No aplica a privados,Privada,-12.082986111,-76.9674249999999,-1,20231231
282,15,1501,150125,Lima,Lima,Puente Piedra,Proyecto AFE,Helipuerto Privado Proyecto AFE,Helipuerto de superficie,1543AFE,SPAF,Sin escala definida,Operativo,AFE SERVICE S.A.C.,No aplica a privados,Privada,-11.828422222,-77.094286111,-1,20231231
283,15,1501,150129,Lima,Lima,San Bartolo,Municipal de San Bartolo Alm. Raul Vargas Fuller,Helipuerto Municipal de San Bartolo Alm. Raul Vargas Fuller,Helipuerto de superficie,1543RVF,SPRT,Sin escala definida,Operativo,Fly Acces Peru S.A.C.,No aplica a privados,Privada,-12.380444444,-76.7837222219999,-1,20231231
284,15,1505,150502,Lima,Cañete,Asia,Boulevard Asia,Helipuerto Privado Boulevard Asia,Helipuerto de superficie,1543BAS,SPBA,Sin escala definida,Operativo,Inversiones Castelar S.A.C.,No aplica a privados,Privada,-12.7601055559999,-76.603319444,-1,20231231
285,11,1102,110202,Ica,Chincha,Alto Laran,La Calera,Helipuerto Privado La Calera,Helipuerto de superficie,1143LCE,SPCE,Sin escala definida,Operativo,Heli-Abad S.A.C.,No aplica a privados,Privada,-13.4540999999999,-76.028636111,-1,20231231
286,14,1403,140308,Lambayeque,Lambayeque,Olmos,Olmos,Aeródromo Privado de Olmos,Aeródromo,1442OLM,SPOL,Sin escala definida,Operativo,Inversiones Agricolas Olmos II S.A.C.,No aplica a privados,Privada,-6.01666666666667,-80.0884083333333,-1,20231231
287,25,2501,250105,Ucayali,Coronel Portillo,Yarinacocha,Las Americas,Aeródromo Privado Las Americas,Aeródromo,2542LAM,SPLA,Sin escala definida,Operativo,José Luis Popolizio Bardales,No aplica a privados,Privada,-8.31744722199994,-74.7266611109999,-1,20231231
288,05,0501,050116,Ayacucho,Huamanga,Andres Avelino Caceres,Hospital Miguel Angel Mariscal Llerena de Ayacucho,Helipuerto del Hospital Miguel Angel Mariscal Llerena de Ayacucho,Helipuerto Elevado,0543HAM,SPHA,Sin escala definida,Operativo,Gobierno Regional de Ayacucho,Sin jerarquía definida,Pública,-13.162925,-74.2001888889999,0,20231231
289,03,0301,030104,Apurímac,Abancay,Carahuasi,Diospi Suyana,Helipuerto Privado Diospi Suyana,Helipuerto de superficie,0303DSY,SPDY,Sin escala definida,Operativo,Asociación Civil Religiosa Diospi Suyana,No aplica a privados,Privada,-13.548333333,-72.709722222,-1,20231231
290,15,1501,150140,Lima,Lima,Santiago de Surco,Jockey Plaza Shoping Center,Helipuerto Privado Jockey Plaza Shoping Center,Helipuerto de superficie,1543JPS,SPJP,Sin escala definida,Operativo,ECOCOPTER PERU S.A.,No aplica a privados,Privada,-12.087225,-76.9766027777778,-1,20231231
291,11,1101,110107,Ica,Ica,Pueblo Nuevo,La Portada,Helipuerto Privado La Portada,Helipuerto de superficie,1143PPR,SPPP,Sin escala definida,Operativo,Heli-Abad S.A.C.,No aplica a privados,Privada,-14.1441777777778,-75.6458916666667,-1,20231231
292,13,1307,130704,La Libertad,Pacasmayo,Pacasmayo,Pacasmayo,Aeródromo Privado de Pacasmayo,Aeródromo,1342PYO,SPYO,Sin escala definida,Operativo,Escuela Peruana de Aviación Civil S.A.,No aplica a privados,Pública,-7.416425,-79.5702166666667,0,20231231
293,16,1607,160704,Loreto,Datem Del Marañón,Morona,Yankuntich,Aerodrómo de Yankuntich,Aeródromo,1642YKT,SPYK,Sin escala definida,Operativo,Federación de la Nacionalidad Achuar del Perú,Sin jerarquía definida,Pública,-2.92256111111111,-77.2578888888889,0,20231231
294,16,1607,160706,Loreto,Datem Del Marañón,Andoas,Wisum,Aerodrómo de Wisum,Aeródromo,1642WSM,SPWR,Sin escala definida,Operativo,Federación de la Nacionalidad Achuar del Perú,Sin jerarquía definida,Pública,-3.27095277777778,-77.0230694444444,0,20231231
295,16,1605,160506,Loreto,Requena,Puinahua,Bretaña,Helipuerto Privado Bretaña,Helipuerto de superficie,1643BRE,SPBR,Sin escala definida,Operativo,Petrotal Perú S.R.L.,No aplica a privados,Privada,-5.245402778,-74.32930556,-1,20231231
296,03,0305,030506,Apurímac,Cotabamba,Challhuahuacho,Helipuerto Unidad Minera Las Bambas,Unidad Minera Las Bambas,Helipuerto de superficie,0343UMB,SPMB,Sin escala definida,Operativo,Minera Las Bambas S.A.,No aplica a privados,Privada,-14.106639,-72.272306,-1,20231231
297,03,0302,030201,Apurímac,Andahuaylas,Andahuaylas,Andahuaylas,Aeropuerto Andahuaylas,Aeropuerto,0321ANS,SPHY,Nacional,Operativo,CORPAC S.A.,Nacional,Pública (Concesionada-No entregada),-13.708819,-73.351556,9,20241231
298,16,1607,160706,Loreto,Datem Del Marañón,Andoas,Andoas,Aeródromo Andoas,Aeródromo,1642ADS,SPAS,Información no disponible,Operativo,Pacific Stratus Energy del Perú S.A.,No aplica privados,Privada,-2.796108,-76.466597,-1,20241231
299,16,1607,160706,Loreto,Datem Del Marañón,Andoas,Andoas,Helipuerto Andoas,Helipuerto de superficie,1643ADS,SPAN,Información no disponible,Operativo,Pacific Stratus Energy del Perú S.A.,No aplica privados,Privada,-2.79999037005209,-76.4587320011873,-1,20241231
300,04,0401,040103,Arequipa,Arequipa,Cayma,Alfredo Rodríguez Ballon,Aeropuerto Alfredo Rodríguez Ballon,Aeropuerto Internacional,0411AQP,SPQU,Internacional,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-16.340611,-71.570792,1,20241231
301,25,2502,250201,Ucayali,Atalaya,Raymondi,Atalaya,Aeródromo Atalaya,Aeródromo,2532ATY,SPAY,Regional,Operativo,CORPAC S.A.,Regional,Pública,-10.728572,-73.765886,0,20241231
302,05,0501,050116,Ayacucho,Huamanga,Andrés Avelino Cáceres,Crnl. FAP. Alfredo Mendivil,Aeropuerto Crnl.FAP Alfredo Mendivil,Aeropuerto,0521AYP,SPHO,Nacional,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-13.154836,-74.2044166666667,1,20241231
303,16,1602,160205,Loreto,Alto Amazonas,Jeberos,Bellavista,Aeródromo Bellavista,Aeródromo,1642BVT,SPBS,Local,Operativo,Comunidad de Bellavista,Sin jerarquía,Pública,-5.28859,-76.2911,0,20241231
304,25,2502,250204,Ucayali,Atalaya,Yurua,Breu,Aeródromo Breu,Aeródromo,2542BRE,SPBK,Local,Operativo,CORPAC S.A.,Local,Pública,-9.533792,-72.757153,0,20241231
305,16,1605,160509,Loreto,Requena,Tapiche,Buncuyo,Aeródromo Buncuyo,Aeródromo,1642BUY,SPBJ,Local,Operativo,Comunidad de Buncuyo,Sin jerarquía,Pública,-6.516667,-74.583333,0,20241231
306,16,1604,160401,Loreto,Ramón Castilla,Ramón Castilla,Caballococha,Aeródromo Caballococha,Aeródromo,1632CCH,SPBC,Regional,Operativo,CORPAC S.A.,Regional,Pública,-3.916833,-70.508181,0,20241231
307,06,0601,060108,Cajamarca,Cajamarca,Baños del Inca,May.Gral.FAP. Armando Revoredo Iglesias,Aeropuerto May.Gral.FAP Armando Revoredo Iglesias,Aeropuerto,0621CJA,SPJR,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-7.139144,-78.489581,1,20241231
308,08,0809,080902,Cusco,La Convención,Echarate,Cashiriari 3,Helipuerto Cashiriari 3,Helipuerto de superficie,0843CH3,SPCS,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.8803027777778,-72.6492111111111,-1,20241231
309,01,0101,010101,Amazonas,Chachapoyas,Chachapoyas,Chachapoyas,Aeropuerto Chachapoyas,Aeropuerto,0121CHH,SPPY,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-6.202042,-77.856,1,20241231
310,13,1308,130809,La Libertad,Pataz,Pataz,Chagual,Aeródromo Chagual,Aeródromo,1342CGL,SPGL,Información no disponible,Operativo,Cia. Minera Poderosa S.A.,No aplica privados,Privada,-7.797417,-77.651431,-1,20241231
311,04,0403,040307,Arequipa,Caraveli,Chala,Aero Link Chala,Aeródromo Aero Link Chala,Aeródromo,0442LCH,SPAK,Información no disponible,Operativo,Aero Link S.A.C.,No aplica privados,Privada,-15.8072472219999,-74.286919444,-1,20241231
312,13,1312,131202,La Libertad,Virú,Chao,Chao,Aeródromo Privado de Chao,Aeródromo,1342CHO,SPCY,Información no disponible,Operativo,CAMPOSOL S.A.,No aplica privados,Privada,-8.58176388888889,-78.6812027777778,-1,20241231
313,14,1401,140101,Lambayeque,Chiclayo,Chiclayo,Cap. FAP. José Abelardo Quiñones Gonzales,Aeropuerto Cap.FAP José Abelardo Quiñones Gonzales,Aeropuerto Internacional,1411CIX,SPHI,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-6.787478,-79.8281,1,20241231
314,02,0218,021809,Áncash,Santa,Nuevo Chimbote,Tnte. FAP. Jaime A. de Montreuil Morales,Aeropuerto Tnte.FAP Jaime A. de Montreuil Morales,Aeropuerto,0231CHM,SPEO,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-9.149711,-78.523564,0,20241231
315,01,0104,010401,Amazonas,Condorcanqui,Nieva,Ciro Alegría,Aeródromo Ciro Alegria,Aeródromo,0132CAL,SPAC,Regional,Operativo,CORPAC S.A.,Regional,Pública,-4.607144,-77.940633,0,20241231
316,19,1903,190306,Pasco,Oxapampa,Puerto Bermúdez,Ciudad Constitución,Aeródromo Ciudad Constitución,Aeródromo,1942CCN,SPCC,Local,Operativo,Municipalidad Distrital de Puerto Bermudez,Local,Pública,-9.863958,-75.006736,0,20241231
317,16,1605,160511,Loreto,Requena,Yaquerana,Colonia Angamos,Aeródromo Colonia Angamos,Aeródromo,1642CAG,SPDN,Local,Operativo,Municipalidad Distrital de Yaquerana,Local,Pública,-5.137125,-72.867889,0,20241231
318,16,1606,160601,Loreto,Ucayali,Contamana,Contamana,Aeródromo Contamana,Aeródromo,1642CNT,SPCM,Local,Operativo,Gobierno Regional de Loreto,Local,Pública,-7.335806,-74.992556,0,20241231
319,25,2504,250401,Ucayali,Purús,Purús,Culina,Aeródromo Culina,Aeródromo,2542CUL,SPUI,Información no disponible,Operativo,Comunidad de Culina,No aplica privados,Pública,-9.584486,-70.617764,0,20241231
320,08,0801,080105,Cusco,Cusco,San Sebastián,Tnte. FAP. Alejandro Velasco Astete,Aeropuerto Tnte.FAP Alejandro Velasco Astete,Aeropuerto Internacional,0811CUZ,SPZO,Internacional,Operativo,CORPAC S.A.,Nacional,Pública,-13.535722,-71.938778,0,20241231
321,12,1206,120608,Junín,Satipo,Río Tambo,Cutivireni,Aeródromo Cutivireni,Aeródromo,1242CUV,SPCV,Local,Operativo,Comunidad Nativa de Cutivireni,Sin jerarquía,Pública,-11.877167,-73.916958,0,20241231
322,16,1608,160801,Loreto,Putumayo,Putumayo,El Estrecho,Aeródromo El Estrecho,Aeródromo,1632ETC,SPEE,Regional,Operativo,CORPAC S.A.,Regional,Pública,-2.45389,-72.671,0,20241231
323,01,0107,010704,Amazonas,Utcubamba,El Milagro,El Valor - Estación 7,Helipuerto El Valor - Estación 7,Helipuerto de superficie,0143EV7,SPEV,Información no disponible,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica privados,Privada,-5.670944,-78.640278,-1,20241231
324,16,1607,160704,Loreto,Datem Del Marañón,Morona,Fernando Rosas - Estación Morona,Helipuerto Fernando Rosas - Estación Morona,Helipuerto de superficie,1643FRS,SPMO,Información no disponible,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica privados,Privada,-3.983189,-77.227806,-1,20241231
325,16,1608,160803,Loreto,Putumayo,Teniente Manuel Clavero,Güeppi,Aeródromo Güeppi,Aeródromo,1632GPP,SPGP,Regional,Operativo,CORPAC S.A.,Regional,Pública,-0.119306,-75.247847,0,20241231
326,01,0104,010403,Amazonas,Condorcanqui,Río Santiago,Galilea,Aeródromo Galilea,Aeródromo,0132GAL,SPGB,Regional,Operativo,CORPAC S.A.,Regional,Pública,-4.0317157,-77.7587663940138,0,20241231
327,22,2209,220901,San Martín,San Martín,Tarapoto,Helinka,Helipuerto de Superficie Helinka,Helipuerto de superficie,2243HEK,SPIK,Información no disponible,Operativo,Helinka S.A.C.,No aplica privados,Privada,-6.51541666699995,-76.3749722219999,-1,20241231
328,15,1501,150131,Lima,Lima,San Isidro,Hotel Los Delfines,Helipuerto Elevado del Hotel Los Delfines,Helipuerto Elevado,1543HDF,SPKD,Información no disponible,Operativo,Cia. Hotelera Los Delfines S.A.,No aplica privados,Privada,-12.097833,-77.047833,-1,20241231
329,15,1501,150131,Lima,Lima,San Isidro,Hotel Oro Verde,Helipuerto Elevado del Hotel Oro Verde,Helipuerto Elevado,1543HOV,SPKO,Información no disponible,Operativo,Hotelera Costa del Pacifico S.A.,No aplica privados,Privada,-12.0975,-77.038056,-1,20241231
330,13,1309,130901,La Libertad,Sánchez Carrión,Huamachuco,Huamachuco,Aeródromo Huamachuco,Aeródromo,1342HUM,SPUC,Local,Operativo,Municipalidad Provincial de Sánchez Carrión,Local,Pública,-7.818022,-78.029206,0,20241231
331,20,2003,200301,Piura,Huancabamba,Huancabamba,Huancabamba,Aeródromo Huancabamba,Aeródromo,2032HBA,SPHB,Regional,Operativo,Municipalidad Provincial de Huancabamba,Local,Pública,-5.2566083,-79.443355556,0,20241231
332,10,1001,100101,Huánuco,Huánuco,Huánuco,Alf. FAP. David Figueroa Fernandini,Aeropuerto Alf.FAP David Figueroa Fernandini,Aeropuerto,1021HUU,SPNC,Nacional,Operativo,CORPAC S.A.,Nacional,Pública,-9.878681,-76.204569,0,20241231
333,02,0206,020604,Áncash,Carhuaz,Anta,Cmdt. FAP. German Arias Graziani,Aeropuerto Cmdt. FAP. German Arias Graziani,Aeropuerto,0221ATA,SPHZ,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-9.347333,-77.598308,1,20241231
334,17,1703,170301,Madre De Dios,Tahuamanu,Iñapari,Iñapari,Aeródromo Iñapari,Aeródromo,1732INP,SPIN,Regional,Operativo,CORPAC S.A.,Regional,Pública,-10.980183,-69.559217,0,20241231
335,18,1803,180301,Moquegua,Ilo,Ilo,Gral. Jorge F. Maldonado Solari,Aeropuerto Gral. Jorge F. Maldonado Solari,Aeropuerto,1831ILO,SPLO,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-17.695028,-71.343931,0,20241231
336,15,1501,150115,Lima,Lima,La Victoria,Interbank,Helipuerto Elevado de Interbank,Helipuerto Elevado,1543IBK,SPKE,Información no disponible,Operativo,Promotora Intercorp S.A.,No aplica privados,Privada,-12.089472,-77.022778,-1,20241231
337,16,1601,160113,Loreto,Maynas,San Juan Bautista,Crnl. FAP. Francisco Secada Vignetta,Aeropuerto Crnl.FAP Francisco Secada Vignetta,Aeropuerto Internacional,1611IQT,SPQT,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-3.784739,-73.308806,1,20241231
338,06,0608,060802,Cajamarca,Jaén,Bellavista,Fernando Belaunde Terry,Aeropuerto Fernando Belaunde Terry,Aeropuerto,0621JAN,SPJE,Nacional,Operativo,CORPAC S.A.,Nacional,Pública,-5.592611,-78.774264,0,20241231
339,12,1204,120430,Junín,Jauja,Sausa,Francisco Carlé,Aeropuerto Francisco Carlé,Aeropuerto,1221JAU,SPJJ,Nacional,Operativo,CORPAC S.A.,Nacional,Pública,-11.783389,-75.473347,0,20241231
340,16,1603,160304,Loreto,Loreto,Trompeteros,Jibaro Marshalling,Helipuerto Jibaro Marshalling,Helipuerto de superficie,1643JBM,SPJM,Información no disponible,Operativo,Pacific Stratus Energy del Perú S.A.,No aplica privados,Privada,-2.706139,-76.028556,-1,20241231
341,07,0701,070101,Lima,Callao,Callao,Jorge Chávez,Aeropuerto Internacional Jorge Chávez,Aeropuerto Internacional,0711LIM,SPJC,Internacional,Operativo,Lima Airport Partners S.R.L.,Nacional,Pública (Concesionada),-12.021886,-77.114317,1,20241231
342,22,2206,220601,San Martín,Mariscal Cáceres,Juanjui,Juanjui,Aeropuerto Juanjui,Aeropuerto,2231JJI,SPJI,Regional,Operativo,CORPAC S.A.,Regional,Pública,-7.168875,-76.728581,0,20241231
343,21,2111,211101,Puno,San Román,Juliaca,Inca Manco Capac,Aeropuerto Inca Manco Capac,Aeropuerto Internacional,2111JUL,SPJL,Internacional,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-15.466856,-70.157883,1,20241231
344,08,0809,080902,Cusco,La Convención,Echarate,Kinteroni,Helipuerto Kinteroni,Helipuerto de superficie,0843KTR,SPKR,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.509667,-73.2515,-1,20241231
345,08,0809,080902,Cusco,La Convención,Echarate,Kiteni,Aeródromo Kiteni,Aeródromo,0842KIT,SPKI,Información no disponible,Operativo,Cía. Operadora de Gas del Amazonas S.A.C.,No aplica privados,Privada,-12.648633,-73.036597,-1,20241231
346,08,0809,080902,Cusco,La Convención,Echarate,La Peruanita N°1,Helipuerto La Peruanita N°1,Helipuerto de superficie,0843PE1,SPPU,Información no disponible,Operativo,CNPC PERU S.A.,No aplica privados,Privada,-11.6901388888889,-73.0219444444444,-1,20241231
347,08,0809,080902,Cusco,La Convención,Echarate,La Peruanita N°2,Helipuerto La Peruanita N°2,Helipuerto de superficie,0843PE2,SPPV,Información no disponible,Operativo,CNPC PERU S.A.,No aplica privados,Privada,-11.689972,-73.021167,-1,20241231
348,08,0809,080902,Cusco,La Convención,Echarate,La Peruanita N°3,Helipuerto La Peruanita N°3,Helipuerto de superficie,0843PE3,SPPW,Información no disponible,Operativo,CNPC PERU S.A.,No aplica privados,Privada,-11.6910833333333,-73.0234722222222,-1,20241231
349,16,1607,160703,Loreto,Datem Del Marañón,Manseriche,La Vista - Estación 5,Helipuerto La Vista - Estación 5,Helipuerto de superficie,1643LV5,SPVS,Información no disponible,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica privados,Privada,-4.654417,-77.506361,-1,20241231
350,03,0305,030506,Apurímac,Cotabamba,Challhuahuacho,Las Bambas,Helipuerto Las Bambas,Helipuerto de superficie,0343BMB,SPLB,Información no disponible,Operativo,Minera Las Bambas S.A.,No aplica privados,Privada,-14.1028833333333,-72.27625,-1,20241231
351,11,1101,110112,Ica,Ica,Subtanjalla,Las Dunas,Aeródromo Las Dunas,Aeródromo,1142LDU,SPLH,Información no disponible,Operativo,Empresa Administradora del Aeródromo Las Dunas de Ica S.A.C.,No aplica privados,Privada,-14.0351805555556,-75.7602833333333,-1,20241231
352,08,0809,080902,Cusco,La Convención,Echarate,Las Malvinas,Aeródromo Las Malvinas,Aeródromo,0842MVA,SPWT,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.8549444444444,-72.9393416666667,-1,20241231
353,08,0809,080902,Cusco,La Convención,Echarate,Las Malvinas,Helipuerto Las Malvinas,Helipuerto de superficie,0843MVA,SPHM,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.8534194444444,-72.9418416666667,-1,20241231
354,15,1501,150140,Lima,Lima,Santiago de Surco,Las Palmas,Aeródromo Las Palmas,Aeródromo,1542LPA,SPLP,Información no disponible,Operativo,Base Aérea Las Palmas,No aplica privados,Pública,-12.160125,-76.998778,0,20241231
355,15,1505,150505,Lima,Cañete,Chilca,Lib Mandi Metropolitano,Aeródromo Lib Mandi Metropolitano,Aeródromo,1542LMM,SPLX,Información no disponible,Operativo,Master Business Aviation S.A.C.,No aplica privados,Privada,-12.389,-76.7580944439999,-1,20241231
356,12,1206,120608,Junín,Satipo,Río Tambo,Mapi,Helipuerto Mapi,Helipuerto de superficie,1243MPI,SPMP,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.432144,-73.573103,-1,20241231
357,11,1103,110303,Ica,Nasca,El Ingenio,Maria Reiche,Helipuerto de Superficie Maria Reiche,Helipuerto de superficie,1143MRE,SPMA,Información no disponible,Operativo,Helinka S.A.C.,No aplica privados,Privada,-14.681833,-75.134194,-1,20241231
358,12,1206,120608,Junín,Satipo,Rio Tambo,Mashira,Helipuerto Mashira,Helipuerto de superficie,1243MSH,SPMH,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.381528,-73.504972,-1,20241231
359,12,1206,120604,Junín,Satipo,Mazamari,May. PNP. Nancy Flores Paucar,Aeródromo May.PNP Nancy Flores Paucar,Aeródromo,1232MZM,SPMF,Regional,Operativo,CORPAC S.A.,Regional,Pública,-11.325517,-74.535828,0,20241231
360,08,0809,080902,Cusco,La Convención,Echarate,Mipaya,Helipuerto Mipaya,Helipuerto de superficie,0843MPY,SPPM,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.5795277777778,-73.1661388888889,-1,20241231
361,04,0407,040701,Arequipa,Islay,Mollendo,Mollendo,Aeródromo Mollendo,Aeródromo,0442MLL,SPDO,Local,Operativo,Municipalidad Provincial de Islay,Local,Pública,-17.0441166666667,-71.984575,0,20241231
362,18,1801,180101,Moquegua,Moquegua,Mariscal Nieto,Moquegua,Aeródromo de Moquegua,Aeródromo,1842MQG,SPEQ,Información no disponible,Operativo,CORPAC S.A.,Sin jerarquía,Pública,-17.18,-70.9314722222222,0,20241231
363,11,1103,110305,Ica,Nasca,Vista Alegre,Maria Reiche Neuman,Aeródromo Maria Reiche Neuman,Aeródromo,1142NAS,SPZA,Local,Operativo,CORPAC S.A.,Local,Pública,-14.854139,-74.961775,0,20241231
364,08,0809,080902,Cusco,La Convención,Echarate,Nuevo Mundo,Aeródromo Nuevo Mundo,Aeródromo,0842NMD,SPNM,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.542358333,-73.1423444439999,-1,20241231
365,04,0404,040409,Arequipa,Castilla,Orcopampa,Orcopampa,Aeródromo Orcopampa,Aeródromo,0442ORP,SPOR,Información no disponible,Operativo,Compañía de Minas Buenaventura S.A.A.,No aplica privados,Privada,-15.314889,-72.352,-1,20241231
366,16,1606,160606,Loreto,Ucayali,Vargas Guerra,Orellana,Aeródromo Orellana,Aeródromo,1642ORL,SPON,Local,Operativo,Municipalidad Distrital de Vargas Guerra,Local,Pública,-6.896414,-75.152586,0,20241231
367,08,0809,080902,Cusco,La Convención,Echarate,Pagoreni A,Helipuerto Pagoreni A,Helipuerto de superficie,0843PGA,SPPG,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.717361,-72.901139,-1,20241231
368,08,0809,080902,Cusco,La Convención,Echarate,Pagoreni B,Helipuerto Pagoreni B,Helipuerto de superficie,0843PGB,SPPI,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.691861,-72.950611,-1,20241231
369,25,2502,250204,Ucayali,Atalaya,Yurua,Paititi,Aeródromo Paititi,Aeródromo,2542PTT,SPPT,Local,Operativo,Comunidad Paititi,Sin jerarquía,Pública,-10.083333,-72.883333,0,20241231
370,05,0505,050509,Ayacucho,La Mar,Samugari,Palmapampa,Aeródromo Palmapampa,Aeródromo,0542PAM,SPPE,Información no disponible,Operativo,Policía Nacional del Perú,Sin jerarquía,Pública,-12.7641433017963,-73.6533141039794,0,20241231
371,22,2210,221005,San Martín,Tocache,Uchiza,Palmas del Espino,Aeródromo Palmas del Espino,Aeródromo,2242PEN,SPPN,Información no disponible,Operativo,Palmas del Espino S.A.,No aplica privados,Privada,-8.343722,-76.489347,-1,20241231
372,16,1606,160604,Loreto,Ucayali,Pampa Hermosa,Pampa Hermosa,Aeródromo Pampa Hermosa,Aeródromo,1642PHR,SPPH,Local,Operativo,CORPAC S.A.,Local,Pública,-7.201069,-75.294042,0,20241231
373,13,1310,131006,La Libertad,Santiago De Chuco,Quiruvilca,Pata de Gallo,Aeródromo Pata de Gallo,Aeródromo,1342PGL,SPGA,Información no disponible,Operativo,Minera Barrick Misquichilca S.A.,No aplica privados,Privada,-7.983917,-78.269833,-1,20241231
374,08,0811,081106,Cusco,Paucartambo,Kosñipata,Patria,Aeródromo Patria,Aeródromo,0842PTA,SPIR,Local,Operativo,CORPAC S.A.,Local,Pública,-12.967303,-71.429122,0,20241231
375,13,1308,130810,La Libertad,Pataz,Pias,Pías,Aeródromo Pias,Aeródromo,1342PIA,SPIS,Información no disponible,Operativo,Consorcio Minero Horizonte S.A.,No aplica privados,Privada,-7.920222,-77.525389,-1,20241231
376,16,1601,160107,Loreto,Maynas,Napo,Piraña,Helipuerto Piraña,Helipuerto de superficie,1643PR1,SPHP,Información no disponible,Operativo,Perenco Perú Petroleum Limited Sucursal del Perú,No aplica privados,Privada,-1.91397222222222,-75.3674444444444,-1,20241231
