ID_AERODROMO,ID_DEPARTAMENTO,ID_PROVINCIA,ID_DISTRITO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE,LABEL,TIPO_AERODROMO,CODIGO_AERODROMO,CODIGO_OACI,ESCALA,ESTADO,ADMINISTRADOR,JERARQUIA,TITULARIDAD,LATITUD,LONGITUD,ES_CONCES,FECHA_CORTE
1,03,0302,030201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,AEROPUERTO ANDAHUAYLAS,Aeropuerto,0321ANS,SPHY,Nacional,Operativo,CORPAC S.A.,Nacional,Pública (Concesionada-No entregada),-13.708819,-73.351556,9,20221231
2,16,1607,160706,LORETO,DATEM DEL MARAÑÓN,ANDOAS,ANDOAS,AERÓDROMO ANDOAS,Aeródromo,1642ADS,SPAS,Sin escala definida,Operativo,PACIFIC STRATUS ENERGY DEL PERÚ S.A.,Sin jerarquía definida,Privada,-2.796108,-76.466597,-1,20221231
3,16,1607,160706,LORETO,DATEM DEL MARAÑÓN,ANDOAS,ANDOAS,HELIPUERTO ANDOAS,Helipuerto,1643ADS,SPAN,Sin escala definida,Operativo,PACIFIC STRATUS ENERGY DEL PERÚ S.A.,Sin jerarquía definida,Privada,-2.796111,-76.466625,-1,20221231
4,04,0401,040103,AREQUIPA,AREQUIPA,CAYMA,AREQUIPA - INTERNACIONAL ALFREDO RODRÍGUEZ BALLON,AEROPUERTO INTERNACIONAL ALFREDO RODRÍGUEZ BALLON,Aeropuerto Internacional,0411AQP,SPQU,Internacional,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-16.340611,-71.570792,1,20221231
5,25,2502,250201,UCAYALI,ATALAYA,RAYMONDI,ATALAYA,AERÓDROMO ATALAYA,Aeródromo,2532ATY,SPAY,Regional,Operativo,CORPAC S.A.,Regional,Pública,-10.728572,-73.765886,0,20221231
6,05,0501,050116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES,AYACUCHO - CRNL. FAP ALFREDO MENDIVIL,AEROPUERTO CRNL. FAP ALFREDO MENDIVIL,Aeropuerto,0521AYP,SPHO,Nacional,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-13.1548361111111,-74.2044166666667,1,20221231
7,16,1602,160205,LORETO,ALTO AMAZONAS,JEBEROS,BELLAVISTA,AERÓDROMO BELLAVISTA,Aeródromo,1642BVT,SPBS,Local,Operativo,COMUNIDAD DE BELLAVISTA,Sin jerarquía definida,Pública,-5.283333,-76.383333,0,20221231
8,16,1605,160506,LORETO,REQUENA,PIUINAHUA,BRETAÑA 1,HELIPUERTO BRETAÑA 1,Helipuerto,1643BR1,,Local,Operativo,PETROTAL PERÚ S.R.L.,Sin jerarquía definida,Privada,-5.24568971752226,-74.3289577930956,-1,20221231
9,25,2502,250204,UCAYALI,ATALAYA,YURUA,BREU,AERÓDROMO BREU,Aeródromo,2542BRE,SPBK,Local,Operativo,CORPAC S.A.,Local,Pública,-9.533792,-72.757153,0,20221231
10,16,1605,160509,LORETO,REQUENA,TAPICHE,BUNCUYO,AERÓDROMO BUNCUYO,Aeródromo,1642BUY,SPBJ,Local,Operativo,COMUNIDAD DE BUNCUYO,Sin jerarquía definida,Pública,-6.516667,-74.583333,0,20221231
11,16,1604,160401,LORETO,RAMÓN CASTILLA,RAMÓN CASTILLA,CABALLOCOCHA,AERÓDROMO CABALLOCOCHA,Aeródromo,1632CCH,SPBC,Regional,Operativo,CORPAC S.A.,Regional,Pública,-3.916833,-70.508181,0,20221231
12,06,0601,060108,CAJAMARCA,CAJAMARCA,BAÑOS DEL INCA,CAJAMARCA - MAY.GRAL.FAP ARMANDO REVOREDO IGLESIAS,AEROPUERTO MAY.GRAL.FAP ARMANDO REVOREDO IGLESIAS,Aeropuerto,0621CJA,SPJR,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-7.139144,-78.489581,1,20221231
13,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,CASHIRIARI 3,HELIPUERTO CASHIRIARI 3,Helipuerto,0843CH3,SPCS,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.8803027777778,-72.6492111111111,-1,20221231
14,01,0101,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,CHACHAPOYAS,AEROPUERTO CHACHAPOYAS,Aeropuerto,0121CHH,SPPY,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-6.202042,-77.856,1,20221231
15,13,1308,130809,LA LIBERTAD,PATAZ,PATAZ,CHAGUAL,AERÓDROMO CHAGUAL,Aeródromo,1342CGL,SPGL,Sin escala definida,Operativo,CIA. MINERA PODEROSA S.A.,Sin jerarquía definida,Privada,-7.797417,-77.651431,-1,20221231
16,04,0403,040307,AREQUIPA,CARAVELI,CHALA,AERO LINK CHALA,AERÓDROMO AERO LINK CHALA,Aeródromo,0442LCH,SPAK,Sin escala definida,Operativo,AERO LINK S.A.C.,Sin jerarquía definida,Privada,-15.8072472219999,-74.286919444,-1,20221231
17,13,1312,131202,LA LIBERTAD,VIRU,CHAO,CHAO,AERÓDROMO CHAO,Aeródromo,1333CHA,,Sin escala definida,Operativo,CAMPOSOL S.A.,Sin jerarquía definida,Privada,-8.581667,-78.681111,-1,20221231
18,14,1401,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO - INTERNACIONAL CAP. FAP JOSÉ ABELARDO QUIÑONES GONZALES,AEROPUERTO INTERNACIONAL CAP. FAP JOSÉ ABELARDO QUIÑONES GONZALES,Aeropuerto Internacional,1411CIX,SPHI,Internacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-6.787478,-79.8281,1,20221231
19,02,0218,021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,CHIMBOTE - TNTE.FAP JAIME A. DE MONTREUIL MORALES,AEROPUERTO CHIMBOTE - TNTE.FAP JAIME A. DE MONTREUIL MORALES,Aeropuerto,0231CHM,SPEO,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-9.149711,-78.523564,0,20221231
20,01,0104,010401,AMAZONAS,CONDORCANQUI,NIEVA,CIRO ALEGRÍA,AERÓDROMO CIRO ALEGRÍA,Aeródromo,0132CAL,SPAC,Regional,Operativo,CORPAC S.A.,Regional,Pública,-4.607144,-77.940633,0,20221231
21,19,1903,190306,PASCO,OXAPAMPA,PUERTO BERMÚDEZ,CIUDAD CONSTITUCIÓN,AERÓDROMO CIUDAD CONSTITUCIÓN,Aeródromo,1942CCN,SPCC,Local,Operativo,MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ,Local,Pública,-9.863958,-75.006736,0,20221231
22,16,1605,160511,LORETO,REQUENA,YAQUERANA,COLONIA ANGAMOS,AERÓDROMO COLONIA ANGAMOS,Aeródromo,1642CAG,SPDN,Local,Operativo,MUNICIPALIDAD DISTRITAL DE YAQUERANA,Local,Pública,-5.137125,-72.867889,0,20221231
23,16,1606,160601,LORETO,UCAYALI,CONTAMANA,CONTAMANA,AERÓDROMO CONTAMANA,Aeródromo,1642CNT,SPCM,Local,Operativo,GOBIERNO REGIONAL DE LORETO,Local,Pública,-7.335806,-74.992556,0,20221231
24,25,2504,250401,UCAYALI,PURÚS,PURÚS,CULINA,AERÓDROMO CULINA,Aeródromo,2542CUL,SPUI,Sin escala definida,Operativo,COMUNIDAD DE CULINA,Sin jerarquía definida,Privada,-9.584486,-70.617764,-1,20221231
25,08,0801,080105,CUSCO,CUSCO,SAN SEBASTIÁN,CUSCO - INTERNACIONAL TNTE. FAP ALEJANDRO VELASCO ASTETE,AEROPUERTO INTERNACIONAL TNTE. FAP ALEJANDRO VELASCO ASTETE,Aeropuerto Internacional,0811CUZ,SPZO,Internacional,Operativo,CORPAC S.A.,Nacional,Pública,-13.535722,-71.938778,0,20221231
26,12,1206,120608,JUNÍN,SATIPO,RÍO TAMBO,CUTIVIRENI,AERÓDROMO CUTIVIRENI,Aeródromo,1242CUV,SPCV,Local,Operativo,COMUNIDAD NATIVA DE CUTIVIRENI,Sin jerarquía definida,Pública,-11.877167,-73.916958,0,20221231
27,16,1608,160801,LORETO,PUTUMAYO,PUTUMAYO,EL ESTRECHO,AERÓDROMO EL ESTRECHO,Aeródromo,1632ETC,SPEE,Regional,Operativo,CORPAC S.A.,Regional,Pública,-2.4538864033172,-72.6708313243627,0,20221231
28,01,0107,010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,EL VALOR - ESTACIÓN 7,HELIPUERTO EL VALOR - ESTACIÓN 7,Helipuerto,0143EV7,SPEV,Sin escala definida,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,Sin jerarquía definida,Privada,-5.670944,-78.640278,-1,20221231
29,16,1607,160704,LORETO,DATEM DEL MARAÑÓN,MORONA,FERNANDO ROSAS - ESTACIÓN MORONA,HELIPUERTO FERNANDO ROSAS - ESTACIÓN MORONA,Helipuerto,1643FRS,SPMO,Sin escala definida,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,Sin jerarquía definida,Privada,-3.983189,-77.227806,-1,20221231
30,16,1608,160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,GÜEPPI,AERÓDROMO GÜEPPI,Aeródromo,1632GPP,SPGP,Regional,Operativo,CORPAC S.A.,Regional,Pública,-0.119306,-75.247847,0,20221231
31,01,0104,010403,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,GALILEA,AERÓDROMO GALILEA,Aeródromo,0132GAL,SPGB,Regional,Operativo,CORPAC S.A.,Regional,Pública,-4.0317157313614,-77.7587663940138,0,20221231
32,22,2209,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,HELINKA,HELIPUERTO DE SUPERFICIE HELINKA,Helipuerto,2243HEK,SPIK,Sin escala definida,Operativo,HELINKA S.A.C.,Sin jerarquía definida,Privada,-6.51541666699995,-76.3749722219999,-1,20221231
33,15,1501,150131,LIMA,LIMA,SAN ISIDRO,HOTEL LOS DELFINES,HELIPUERTO ELEVADO DEL HOTEL LOS DELFINES,Helipuerto,1543HDF,SPKD,Sin escala definida,Operativo,CIA. HOTELERA LOS DELFINES S.A.,Sin jerarquía definida,Privada,-12.097833,-77.047833,-1,20221231
34,15,1501,150131,LIMA,LIMA,SAN ISIDRO,HOTEL ORO VERDE,HELIPUERTO ELEVADO DEL HOTEL ORO VERDE,Helipuerto,1543HOV,SPKO,Sin escala definida,Operativo,HOTELERA COSTA DEL PACIFICO S.A.,Sin jerarquía definida,Privada,-12.0975,-77.038056,-1,20221231
35,13,1309,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,HUAMACHUCO,AERÓDROMO HUAMACHUCO,Aeródromo,1342HUM,SPUC,Local,Operativo,MUNICIPALIDAD PROVINCIAL DE SÁNCHEZ CARRIÓN,Local,Pública,-7.818022,-78.029206,0,20221231
36,20,2003,200301,PIURA,HUANCABAMBA,HUANCABAMBA,HUANCABAMBA,AERÓDROMO HUANCABAMBA,Aeródromo,2032HNC,,Regional,Operativo,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,Local,Pública,-5.25660833299997,-79.443355556,0,20221231
37,10,1001,100101,HUÁNUCO,HUÁNUCO,HUÁNUCO,HUÁNUCO - ALF. FAP DAVID FIGUEROA FERNANDINI,AEROPUERTO ALF. FAP DAVID FIGUEROA FERNANDINI,Aeropuerto,1021HUU,SPNC,Nacional,Operativo,CORPAC S.A.,Nacional,Pública,-9.878681,-76.204569,0,20221231
38,02,0206,020604,ÁNCASH,CARHUAZ,ANTA,HUASCARÁN (ANTA - HUARAZ),AEROPUERTO CMDT. FAP GERMAN ARIAS GRAZIANI,Aeropuerto,0221ATA,SPHZ,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-9.347333,-77.598308,1,20221231
39,17,1703,170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,IÑAPARI,AERÓDROMO IÑAPARI,Aeródromo,1732INP,SPIN,Regional,Operativo,CORPAC S.A.,Regional,Pública,-10.980183,-69.559217,0,20221231
40,18,1803,180301,MOQUEGUA,ILO,ILO,ILO,AEROPUERTO ILO,Aeropuerto,1831ILO,SPLO,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-17.695028,-71.343931,0,20221231
41,15,1501,150115,LIMA,LIMA,LA VICTORIA,INTERBANK,HELIPUERTO ELEVADO DE INTERBANK,Helipuerto,1543IBK,SPKE,Sin escala definida,Operativo,PROMOTORA INTERCORP S.A.,Sin jerarquía definida,Privada,-12.089472,-77.022778,-1,20221231
42,16,1601,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,IQUITOS - INTERNACIONAL CRNL. FAP FRANCISCO SECADA VIGNETTA,AEROPUERTO INTERNACIONAL CRNL. FAP FRANCISCO SECADA VIGNETTA,Aeropuerto Internacional,1611IQT,SPQT,Internacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-3.784739,-73.308806,1,20221231
43,06,0608,060802,CAJAMARCA,JAÉN,BELLAVISTA,JAÉN,AEROPUERTO JAÉN,Aeropuerto,0621JAN,SPJE,Nacional,Operativo,CORPAC S.A.,Nacional,Pública,-5.592611,-78.774264,0,20221231
44,12,1204,120430,JUNÍN,JAUJA,SAUSA,JAUJA,AEROPUERTO JAUJA,Aeropuerto,1221JAU,SPJJ,Nacional,Operativo,CORPAC S.A.,Nacional,Pública,-11.783389,-75.473347,0,20221231
45,16,1603,160304,LORETO,LORETO,TROMPETEROS,JIBARO MARSHALLING,HELIPUERTO JIBARO MARSHALLING,Helipuerto,1643JBM,SPJM,Sin escala definida,Operativo,PACIFIC STRATUS ENERGY DEL PERÚ S.A.,Sin jerarquía definida,Privada,-2.706139,-76.028556,-1,20221231
46,07,0701,070101,LIMA,CALLAO,CALLAO,INTERNACIONAL JORGE CHÁVEZ,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,Aeropuerto Internacional,0711LIM,SPJC,Internacional,Operativo,LIMA AIRPORT PARTNERS S.R.L.,Nacional,Pública (Concesionada),-12.021886,-77.114317,1,20221231
47,22,2206,220601,SAN MARTÍN,MARISCAL CÁCERES,JUANJUI,JUANJUI,AEROPUERTO JUANJUI,Aeropuerto,2231JJI,SPJI,Regional,Operativo,CORPAC S.A.,Regional,Pública,-7.168875,-76.728581,0,20221231
48,21,2111,211101,PUNO,SAN ROMÁN,JULIACA,JULIACA - INTERNACIONAL INCA MANCO CAPAC,AEROPUERTO INTERNACIONAL INCA MANCO CAPAC,Aeropuerto Internacional,2111JUL,SPJL,Internacional,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-15.466856,-70.157883,1,20221231
49,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,KINTERONI,HELIPUERTO KINTERONI,Helipuerto,0843KTR,SPKR,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.509667,-73.2515,-1,20221231
50,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,KITENI,AERÓDROMO KITENI,Aeródromo,0842KIT,SPKI,Sin escala definida,Operativo,CÍA. OPERADORA DE GAS DEL AMAZONAS S.A.C.,Sin jerarquía definida,Privada,-12.648633,-73.036597,-1,20221231
51,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,LA PERUANITA N° 1,HELIPUERTO LA PERUANITA N°1,Helipuerto,0843PE1,SPPU,Sin escala definida,Operativo,CNPC PERU S.A.,Sin jerarquía definida,Privada,-11.6901388888889,-73.0219444444444,-1,20221231
52,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,LA PERUANITA N° 2,HELIPUERTO LA PERUANITA N°2,Helipuerto,0843PE2,SPPV,Sin escala definida,Operativo,CNPC PERU S.A.,Sin jerarquía definida,Privada,-11.689972,-73.021167,-1,20221231
53,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,LA PERUANITA N° 3,HELIPUERTO LA PERUANITA N°3,Helipuerto,0843PE3,SPPW,Sin escala definida,Operativo,CNPC PERU S.A.,Sin jerarquía definida,Privada,-11.6910833333333,-73.0234722222222,-1,20221231
54,16,1607,160703,LORETO,DATEM DEL MARAÑÓN,MANSERICHE,LA VISTA - ESTACIÓN 5,HELIPUERTO LA VISTA - ESTACIÓN 5,Helipuerto,1643LV5,SPVS,Sin escala definida,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,Sin jerarquía definida,Privada,-4.654417,-77.506361,-1,20221231
55,03,0305,030506,APURÍMAC,COTABAMBA,CHALLHUAHUACHO,LAS BAMBAS,HELIPUERTO LAS BAMBAS,Helipuerto,0343BMB,SPLB,Sin escala definida,Operativo,MINERA LAS BAMBAS S.A.,Sin jerarquía definida,Privada,-14.1028833333333,-72.27625,-1,20221231
56,11,1101,110112,ICA,ICA,SUBTANJALLA,LAS DUNAS,AERÓDROMO LAS DUNAS,Aeródromo,1142LDU,SPLH,Sin escala definida,Operativo,EMPRESA ADMINISTRADORA DEL AERÓDROMO LAS DUNAS DE ICA S.A.C.,Sin jerarquía definida,Privada,-14.0351805555556,-75.7602833333333,-1,20221231
57,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,LAS MALVINAS,AERÓDROMO LAS MALVINAS,Aeródromo,0842MVA,SPWT,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.8549444444444,-72.9393416666667,-1,20221231
58,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,LAS MALVINAS,HELIPUERTO LAS MALVINAS,Helipuerto,0843MVA,SPHM,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.8534194444444,-72.9418416666667,-1,20221231
59,15,1501,150140,LIMA,LIMA,SANTIAGO DE SURCO,LAS PALMAS,AERÓDROMO LAS PALMAS,Aeródromo,1542LPA,SPLP,Sin escala definida,Operativo,BASE AÉREA LAS PALMAS,Sin jerarquía definida,Pública,-12.160125,-76.998778,0,20221231
60,15,1505,150505,LIMA,CAÑETE,CHILCA,LIB MANDI METROPOLITANO,AERÓDROMO LIB MANDI METROPOLITANO,Aeródromo,1542LMM,SPLX,Sin escala definida,Operativo,MASTER BUSINESS AVIATION S.A.C.,Sin jerarquía definida,Privada,-12.389,-76.7580944439999,-1,20221231
61,12,1206,120608,JUNÍN,SATIPO,RÍO TAMBO,MAPI,HELIPUERTO MAPI,Helipuerto,1243MPI,SPMP,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.432144,-73.573103,-1,20221231
62,11,1103,110303,ICA,NASCA,EL INGENIO,MARIA REICHE,HELIPUERTO DE SUPERFICIE MARIA REICHE,Helipuerto,1143MRE,SPMA,Sin escala definida,Operativo,EMPRESA ADMINISTRADORA DEL AERODROMO LAS DUNAS DE ICA S.A.C.,Sin jerarquía definida,Privada,-14.681833,-75.134194,-1,20221231
63,12,1206,120608,JUNÍN,SATIPO,RÍO TAMBO,MASHIRA,HELIPUERTO MASHIRA,Helipuerto,1243MSH,SPMH,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.381528,-73.504972,-1,20221231
64,12,1206,120604,JUNÍN,SATIPO,MAZAMARI,MAZAMARI - MAY. PNP NANCY FLORES PAUCAR,AERÓDROMO MAZAMARI - MAY. PNP NANCY FLORES PAUCAR,Aeródromo,1232MZM,SPMF,Regional,Operativo,CORPAC S.A.,Regional,Pública,-11.325517,-74.535828,0,20221231
65,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,MIPAYA,HELIPUERTO MIPAYA,Helipuerto,0843MPY,SPPM,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.5795277777778,-73.1661388888889,-1,20221231
66,04,0407,040701,AREQUIPA,ISLAY,MOLLENDO,MOLLENDO,AERÓDROMO MOLLENDO,Aeródromo,0442MLL,SPDO,Local,Operativo,MUNICIPALIDAD PROVINCIAL DE ISLAY,Local,Pública,-17.0441166666667,-71.984575,0,20221231
67,18,1801,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MOQUEGUA,AERÓDROMO MOQUEGUA,Aeródromo,1832MQG,,Sin escala definida,Operativo,CORPAC S.A.,Sin jerarquía definida,Pública,-17.18,-70.9314722222222,0,20221231
68,11,1103,110305,ICA,NASCA,VISTA ALEGRE,NASCA - MARIA REICHE NEUMAN,AERÓDROMO NASCA - MARIA REICHE NEUMAN,Aeródromo,1142NAS,SPZA,Local,Operativo,CORPAC S.A.,Local,Pública,-14.854139,-74.961775,0,20221231
69,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,NUEVO MUNDO,AERÓDROMO NUEVO MUNDO,Aeródromo,0842NMD,SPNM,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.542358333,-73.1423444439999,-1,20221231
70,04,0404,040409,AREQUIPA,CASTILLA,ORCOPAMPA,ORCOPAMPA,AERÓDROMO ORCOPAMPA,Aeródromo,0442ORP,SPOR,Sin escala definida,Operativo,COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.,Sin jerarquía definida,Privada,-15.314889,-72.352,-1,20221231
71,16,1606,160606,LORETO,UCAYALI,VARGAS GUERRA,ORELLANA,AERÓDROMO ORELLANA,Aeródromo,1642ORL,SPON,Local,Operativo,MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA,Local,Pública,-6.896414,-75.152586,0,20221231
72,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,PAGORENI A,HELIPUERTO PAGORENI A,Helipuerto,0843PGA,SPPG,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.717361,-72.901139,-1,20221231
73,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,PAGORENI B,HELIPUERTO PAGORENI B,Helipuerto,0843PGB,SPPI,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.691861,-72.950611,-1,20221231
74,25,2502,250204,UCAYALI,ATALAYA,YURUA,PAITITI,AERÓDROMO PAITITI,Aeródromo,2542PTT,SPPT,Local,Operativo,COMUNIDAD PAITITI,Sin jerarquía definida,Pública,-10.083333,-72.883333,0,20221231
75,05,0505,050509,AYACUCHO,LA MAR,SAMUGARI,PALMAPAMPA,AERÓDROMO PALMAPAMPA,Aeródromo,0542PAM,SPPE,Sin escala definida,Operativo,POLICÍA NACIONAL DEL PERÚ,Sin jerarquía definida,Pública,-12.729722,-73.669722,0,20221231
76,22,2209,220901,SAN MARTÍN,TOCACHE,UCHIZA,PALMAS DEL ESPINO,AERÓDROMO PALMAS DEL ESPINO,Aeródromo,2242PEN,SPPN,Sin escala definida,Operativo,PALMAS DEL ESPINO S.A.,Sin jerarquía definida,Privada,-8.343722,-76.489347,-1,20221231
77,16,1606,160604,LORETO,UCAYALI,PAMPA HERMOSA,PAMPA HERMOSA,AERÓDROMO PAMPA HERMOSA,Aeródromo,1642PHR,SPPH,Local,Operativo,CORPAC S.A.,Local,Pública,-7.201069,-75.294042,0,20221231
78,13,1310,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,PATA DE GALLO,AERÓDROMO PATA DE GALLO,Aeródromo,1342PGL,SPGA,Sin escala definida,Operativo,MINERA BARRICK MISQUICHILCA S.A.,Sin jerarquía definida,Privada,-7.983917,-78.269833,-1,20221231
79,08,0811,081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,PATRIA,AERÓDROMO PATRIA,Aeródromo,0842PTA,SPIR,Local,Operativo,CORPAC S.A.,Local,Pública,-12.967303,-71.429122,0,20221231
80,13,1308,130810,LA LIBERTAD,PATAZ,PIAS,PÍAS,AERÓDROMO PÍAS,Aeródromo,1342PIA,SPIS,Sin escala definida,Operativo,CONSORCIO MINERO HORIZONTE S.A.,Sin jerarquía definida,Privada,-7.920222,-77.525389,-1,20221231
81,16,1601,160107,LORETO,MAYNAS,NAPO,PIRAÑA,HELIPUERTO PIRAÑA,Helipuerto,1643PR1,SPHP,Sin escala definida,Operativo,PERENCO PERÚ PETROLEUM LIMITED SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-1.91397222222222,-75.3674444444444,-1,20221231
82,11,1105,110506,ICA,PISCO,SAN ANDRÉS,PISCO INTERNACIONAL,AEROPUERTO INTERNACIONAL PISCO,Aeropuerto Internacional,1111PIO,SPSO,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-13.7448,-76.220411,1,20221231
83,20,2001,200104,PIURA,PIURA,CASTILLA,PIURA - CAP.FAP GUILLERMO CONCHA IBERICO,AEROPUERTO CAP.FAP GUILLERMO CONCHA IBERICO,Aeropuerto,2021PIU,SPUR,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-5.205764,-80.616389,1,20221231
84,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,SAGARI BX,HELIPUERTO SAGARI BX,Helipuerto,0843SBX,SPZP,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.430833,-73.355639,-1,20221231
85,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,PRIVADO N° 2,HELIPUERTO PRIVADO N°2,Helipuerto,0843PV2,SPNB,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.551166667,-73.1428611109999,-1,20221231
86,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,PRIVADO N° 6,HELIPUERTO PRIVADO N°6,Helipuerto,0843PV6,SPNI,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.5469166669999,-73.141666667,-1,20221231
87,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,PRIVADO N° 8,HELIPUERTO PRIVADO N°8,Helipuerto,0843PV8,SPNF,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.5515833329999,-73.147361111,-1,20221231
88,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,PRIVADO N° 9,HELIPUERTO PRIVADO N°9,Helipuerto,0843PV9,SPNG,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.5512777779999,-73.147638889,-1,20221231
89,25,2501,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,PUCALLPA - INTERNACIONAL CAP. FAP DAVID ARMANDO ABENSUR RENGIFO,AEROPUERTO INTERNACIONAL CAP. FAP DAVID ARMANDO ABENSUR RENGIFO,Aeropuerto Internacional,2511PCL,SPCL,Internacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-8.377942000000001,-74.574297,1,20221231
