Año;RENIPRESS;EESS;Ubigeo_Declarado_Paciente;Distrito_RH_Paciente;Codigo_Item;Codigo_Item_F;Descripcion_Item;id_genero;grupo_edad;cie;desc_grupo;TOTAL
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A500;A50;SIFILIS CONGENITA PRECOZ SINTOMATICA;M;29d-11m;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;100106;SALAS;A500;A50;SIFILIS CONGENITA PRECOZ SINTOMATICA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A501;A50;SIFILIS CONGENITA PRECOZ LATENTE;M;29d-11m;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220109;POCOLLAY;A509;A50;SIFILIS CONGENITA;F;29d-11m;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2914;INCLAN;220101;TACNA;A509;A50;SIFILIS CONGENITA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A509;A50;SIFILIS CONGENITA;M;0-28d;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A510;A51;SIFILIS PRIMARIA;M;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A510;A51;SIFILIS PRIMARIA;M;12-17a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2890;LAS BEGONIAS;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A510;A51;SIFILIS PRIMARIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2913;LOCUMBA;220301;LOCUMBA;A510;A51;SIFILIS PRIMARIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2882;ALTO ALIANZA;220302;ITE;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2917;CENTRO DE SALUD BOLOGNESI;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;12-17a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2883;LA ESPERANZA;140142;LOS OLIVOS;A510;A51;SIFILIS PRIMARIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2917;CENTRO DE SALUD BOLOGNESI;150111;PUNCHANA;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2883;LA ESPERANZA;220111;ALTO DE LA ALIANZA;A510;A51;SIFILIS PRIMARIA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220111;ALTO DE LA ALIANZA;A510;A51;SIFILIS PRIMARIA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220109;POCOLLAY;A510;A51;SIFILIS PRIMARIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2883;LA ESPERANZA;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2882;ALTO ALIANZA;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2890;LAS BEGONIAS;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2920;AUGUSTO B. LEGUIA;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2919;LEONCIO PRADO;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220101;TACNA;A510;A51;SIFILIS PRIMARIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2920;AUGUSTO B. LEGUIA;220101;TACNA;A515;A51;SIFILIS LATENTE;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A515;A51;SIFILIS LATENTE;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A515;A51;SIFILIS LATENTE;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A515;A51;SIFILIS LATENTE;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2886;CONO NORTE;220112;CIUDAD NUEVA;A529;A52;SIFILIS TARDIA NO ESPECIFICADA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2886;CONO NORTE;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220112;CIUDAD NUEVA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220101;TACNA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220101;TACNA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220101;TACNA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;220109;POCOLLAY;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;40104;CHARACATO;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2917;CENTRO DE SALUD BOLOGNESI;220101;TACNA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;M;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;200901;JULIACA;A530;A53;SIFILIS LATENTE NO ESPECIFICADA COMO PRECOZ O TARDIA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2918;LA NATIVIDAD;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;90101;HUANUCO;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;70602;COMBAPATA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220111;ALTO DE LA ALIANZA;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2887;INTIORKO;220111;ALTO DE LA ALIANZA;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2882;ALTO ALIANZA;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2920;AUGUSTO B. LEGUIA;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2920;AUGUSTO B. LEGUIA;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;3
2025;6724;VIÑANI;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;F;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;34527;CENTRO DE SALUD METROPOLITANO;220101;TACNA;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;220112;CIUDAD NUEVA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2891;VISTA ALEGRE;220112;CIUDAD NUEVA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A539;A53;SIFILIS NO ESPECIFICADA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A539;A53;SIFILIS NO ESPECIFICADA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A539;A53;SIFILIS NO ESPECIFICADA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2924;RAMON COPAJA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A539;A53;SIFILIS NO ESPECIFICADA;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A540;A54;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLA;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;34527;CENTRO DE SALUD METROPOLITANO;220101;TACNA;A540;A54;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220111;ALTO DE LA ALIANZA;A540;A54;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2908;LOS PALOS;150105;MAZAN;A541;A54;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLA;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2917;CENTRO DE SALUD BOLOGNESI;220101;TACNA;A549;A54;GONORREA;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A549;A54;GONORREA;M;12-17a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2923;JESUS MARIA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A55X;A55;LINFOGRANULOMA VENEREO;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220402;CAIRANI;A55X;A55;LINFOGRANULOMA VENEREO;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A560;A56;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A560;A56;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;4
2025;2912;CAMBAYA;220101;TACNA;A560;A56;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2914;INCLAN;140801;HUARAL;A560;A56;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;220101;TACNA;A560;A56;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;M;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2928;ESTIQUE PAMPA;220207;ESTIQUE-PAMPA;A562;A56;CLAMIDIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A57X;A57;CHANCRO BLANDO;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A57X;A57;CHANCRO BLANDO;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220109;POCOLLAY;A57X;A57;CHANCRO BLANDO;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;90101;HUANUCO;A58X;A58;GRANULOMA INGUINAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;6724;VIÑANI;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A58X;A58;GRANULOMA INGUINAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A590;A59;TRICOMONIASIS UROGENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;4
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;F;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220112;CIUDAD NUEVA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2886;CONO NORTE;220112;CIUDAD NUEVA;A590;A59;TRICOMONIASIS UROGENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2886;CONO NORTE;220112;CIUDAD NUEVA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2891;VISTA ALEGRE;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2891;VISTA ALEGRE;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A590;A59;TRICOMONIASIS UROGENITAL;F;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2886;CONO NORTE;70701;SANTO TOMAS;A590;A59;TRICOMONIASIS UROGENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;200901;JULIACA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2864;HOSPITAL HIPOLITO UNANUE DE TACNA;200101;PUNO;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220109;POCOLLAY;A590;A59;TRICOMONIASIS UROGENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220109;POCOLLAY;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220101;TACNA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2899;POCOLLAY;220101;TACNA;A590;A59;TRICOMONIASIS UROGENITAL;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220101;TACNA;A590;A59;TRICOMONIASIS UROGENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220101;TACNA;A590;A59;TRICOMONIASIS UROGENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220101;TACNA;A599;A59;TRICHOMONIASIS;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220101;TACNA;A599;A59;TRICHOMONIASIS;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220101;TACNA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2883;LA ESPERANZA;220101;TACNA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2899;POCOLLAY;220101;TACNA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2882;ALTO ALIANZA;220111;ALTO DE LA ALIANZA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2908;LOS PALOS;220101;TACNA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2917;CENTRO DE SALUD BOLOGNESI;220101;TACNA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2886;CONO NORTE;220112;CIUDAD NUEVA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A599;A59;TRICHOMONIASIS;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;2
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;34527;CENTRO DE SALUD METROPOLITANO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A599;A59;TRICHOMONIASIS;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2904;28 DE AGOSTO;220114;LA YARADA LOS PALOS;A599;A59;TRICHOMONIASIS;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2883;LA ESPERANZA;220114;LA YARADA LOS PALOS;A600;A60;HERPES GENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2889;5 DE NOVIEMBRE;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A600;A60;HERPES GENITAL;F;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A600;A60;HERPES GENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2885;CIUDAD NUEVA;220112;CIUDAD NUEVA;A600;A60;HERPES GENITAL;M;60a+;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A600;A60;HERPES GENITAL;F;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A600;A60;HERPES GENITAL;M;18-29a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
2025;2888;SAN FRANCISCO;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;A600;A60;HERPES GENITAL;M;30-59a;A50 - A64;INFECCIONES C/MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;1
